Order,Family,Species,Occurrence,FishBase name,Name in Country,Size / Weight / Age,Short Description,Biology,Threat To Humans,IUCN Red List Status
Rhinopristiformes,Rhinobatidae,Rhinobatos thouiniana,native,Shaw's shovelnose guitar fish,,"Maturity: Lm ?  range ? - ? cm
Max length : 120 cm NG male/unsexed; (Ref. 27550); common length : 90.0 cm NG male/unsexed; (Ref. 27550)",Found on shallow waters (Ref. 27550).,,,Not Evaluated
Chimaeriformes,Rhinochimaeridae,Neoharriotta pinnata,native,Sicklefin chimaera,,"Maturity: Lm ?  range ? - ? cm
Max length : 130 cm TL male/unsexed; (Ref. 36731)","A longnose chimaera with a narrow, slightly flattened snout, and blunt-edged, ridged tooth plates; pectoral fins short and broad, anal fin large and curved, and caudal fin with no tubercles on upper edge but with a short terminal filament (Ref. 5578). Dark brown in color (Ref. 5578).",Found on or near the bottom of the upper slope (Ref. 5578). Feeds on swimming crabs (Ref. 5578) and demersal fish (Ref. 27637). Oviparous (Ref. 205). Lays spindle-shaped eggs (Ref. 5578).,  Harmless,  Near Threatened (NT) (A2d); Date assessed: 02 September 2019
Myliobatiformes,Rhinopteridae,Rhinoptera javanica,native,Flapnose ray,Bolda,"Maturity: Lm ?  range ? - ? cm
Max length : 165 cm WD male/unsexed; (Ref. 114953); max. published weight: 4.5 kg (Ref. 3965)","Double-lobed snout and indented forehead; jaws usually with 7 rows of plate-like teeth; no caudal fin (Ref. 5578). Brown above, white below (Ref. 5578).","Found in bays, estuaries, and near coral reefs (Ref. 12951), over sand and mud bottoms (Ref. 9710). Usually solitary or in small aggregations (Ref. 114953). However, large schools with up to 500 individuals have been reported (Ref. 12951). Feeds on clams, oysters and crustaceans (Ref. 12951). Lives to over 2 years in captivity (Ref. 12951). Ovoviviparous (Ref. 50449). Edible (Ref. 30573). Caught mainly by gill net fisheries (Ref. 114953), occasionally by bottom trawl, demersal inshore gillnet and tangle net fisheries. Utilized for its meat (Ref. 58048).",  Harmless (Ref. 12484),  Endangered (EN) (A2cd); Date assessed: 27 May 2020
Myliobatiformes,Rhinopteridae,Rhinoptera jayakari,native,Oman cownose ray,,"Maturity: Lm ?  range ? - 78 cm
Max length : 90.0 cm WD male/unsexed; (Ref. 114953)",Benthopelagic in the open ocean and often aggregating in large shoals (Ref. 114953). . Ovoviviparous (Ref. 50449).,"Exhibit ovoviparity (aplacental viviparity), with embryos feeding initially on yolk, then receiving additional nourishment from the mother by indirect absorption of uterine fluid enriched with mucus, fat or protein through specialised structures (Ref. 50449).",,Not Evaluated
Pleuronectiformes,Samaridae,Samaris cristatus,native,Cockatoo righteye flounder,,"Maturity: Lm ?  range ? - ? cm
Max length : 22.3 cm TL male/unsexed; (Ref. 122106); common length : 16.0 cm TL male/unsexed; (Ref. 9792); max. published weight: 54.05 g (Ref. 122106)","Dorsal spines (total): 0; Dorsal soft rays (total): 73-78; Anal spines: 0; Anal soft rays: 49 - 60. Body on ocular side brownish with darker spots and blotches; a series of blotches along dorsal and ventral body margins; elongated anterior dorsal-fin rays white, remainder of dorsal fin, anal fin, and caudal fin brown; pectoral fin dark. Blind side of body whitish. First 12-15 (rarely 10-11) dorsal- fin rays greatly elongated. Pectoral fin on blind side absent or rudimentary. Pelvic fin on eyed side elongated. Caudal fin with 16 unbranched rays and rounded margin.","Inhabits silty sand or mud bottoms (Ref. 3132, 48637). Feeds on benthic animals (Ref. 9792). Flicks the long dorsal filaments on the front of the head when alarmed, looking just like the sticky threads that are produced by a holothurian when handled (ref. 48637).",  Harmless,  Least Concern (LC) ; Date assessed: 13 August 2019
Pleuronectiformes,Samaridae,Samariscus longimanus,native,Longfinned flounder,,"Maturity: Lm ?  range ? - ? cm
Max length : 12.0 cm TL male/unsexed; (Ref. 11298)",Dorsal soft rays (total): 66-71; Anal soft rays: 50 - 54; Vertebrae: 38 - 39,,  Harmless,  Data deficient (DD) ; Date assessed: 15 August 2019
Eupercaria/misc,Scaridae,Calotomus spinidens,native,Spinytooth parrotfish,Veesam,"Maturity: Lm 10.5  range ? - ? cm
Max length : 30.0 cm TL male/unsexed; (Ref. 48636)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9; Vertebrae: 25. General body color when fresh is greenish brown with scales finely flecked with pale; shade of white ventrally (belly sometimes dull rose or yellowish). Across the chin, 2 irregular dull reddish bars interspaced by white or yellow; upper opercular margin with a diffused dark spot. Hyaline pectorals with a yellowish flush; pelvic fins hyaline except for numerous small white spots and some reddish blotches. Flexible dorsal spines. Area circumscribed by pectoral fin unspotted. Lateral line interrupted (scales usually 19 + 7, occasionally 19 + 6).",Found in coastal bays and deep lagoons (Ref. 48636). Inhabits seagrass beds or dense beds of algae. Well-camouflaged and easily overlooked (Ref. 48636). Feeds on these or the associated epiphytes. Caught nets and other types of artisanal gear.,  Harmless,  Least Concern (LC) ; Date assessed: 17 September 2009
Eupercaria/misc,Scaridae,Chlorurus enneacanthus,native,Captain parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 50.0 cm TL male/unsexed; (Ref. 9710)",Found on shallow fringing reefs. Usually in areas with dead coral and rubble (Ref. 9710). Forms small groups (Ref. 90102). Feeds on benthic algae. Also caught with nets and other kinds of artisanal gear. Mainly sold fresh.,"Oviparous, distinct pairing during breeding (Ref. 205).",,Not Evaluated
Eupercaria/misc,Scaridae,Chlorurus oedema,native,Knothead parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 42.0 cm TL male/unsexed; (Ref. 9710)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. Head with a hump, right above eye and vertically abrupt to snout. Median predorsal scales 3. Cheek with 3 scale rows (upper and middle rows 5, lower 1 or 2).",Inhabits coastal rocky and coral reefs (Ref. 9710). Feeds on algae from hard substratum (Ref. 9710). Forms small groups (Ref. 90102).,  Harmless,  Least Concern (LC) ; Date assessed: 16 September 2009
Eupercaria/misc,Scaridae,Chlorurus sordidus,native,Daisy parrotfish,Chandi,"Maturity: Lm 15.0  range ? - ? cm
Max length : 40.0 cm TL male/unsexed; (Ref. 2334)",Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. Initial phase very variable in coloration. Small individuals may be uniformly dark brown to light gray with or without the dark-centered light area on the caudal peduncle; large individuals may have a series of irregular rows of small light spots posteriorly or have the dark-centered light area on the caudal peduncle. The terminal phase is also variable with or without a large tan area on the side or on the caudal peduncle. Rounded snout (Ref. 48636).,"One of the most widespread parrotfishes, but highly variable and some geographical forms that are probably subspecific (Ref. 48636). Inhabit both coral rich (Ref. 58652) and open pavement areas of shallow reef flats and lagoon and seaward reefs (Ref. 5213), as well as drop-offs, behaving differently in various areas (Ref. 48636). Benthopelagic (Ref. 58302). Juveniles found in coral rubble areas of reef flats and lagoons (Ref. 9710). Juveniles and individuals in the initial phase form large groups that migrate great distances between feeding and sleeping grounds (Ref. 9710). Feed on benthic algae (Ref. 30573). Minimum depth range reported taken from Ref. 30874. Protogynous (Ref. 55080). Minimum depth from Ref. 58018.",  Reports of ciguatera poisoning (Ref. 31637),  Least Concern (LC) ; Date assessed: 16 September 2009
Eupercaria/misc,Scaridae,Hipposcarus harid,native,Candelamoa parrotfish,Valan-chandi,"Maturity: Lm ?  range ? - ? cm
Max length : 75.0 cm TL male/unsexed; (Ref. 5490); common length : 35.0 cm TL male/unsexed; (Ref. 5450); max. published weight: 2.3 kg (Ref. 3488)",Inhabits coastal regions associated with coral reefs and reef flats. Forms groups consisting of a terminal phased individual and numerous individuals in the initial phase (Ref. 9710). Feeds on benthic algae (Ref. 30573). Caught with nets and other artisanal gear. Mainly sold fresh.,"Oviparous, distinct pairing during breeding (Ref. 205).",,Not Evaluated
Eupercaria/misc,Scaridae,Leptoscarus vaigiensis,native,Marbled parrotfish,Fehilandae,"Maturity: Lm ?  range ? - ? cm
Max length : 35.2 cm TL male/unsexed; (Ref. 125598); max. published weight: 657.00 g (Ref. 125598)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9; Vertebrae: 25. This species distinguished by the following characters: median predorsal scales 4 (occasionally 3); 1 scale row on cheek, 1(4), below eye; pectoral-fin rays 13; relatively elongate, its depth 2.9-3.8 in SL; unique narrow dental plates composed of numerous small teeth. Colour when fresh, greenish or olive brown, often strongly mottled; male with midlateral white stripe (Ref. 9793, 90102).","Found in sheltered bays, harbors and lagoons (Ref. 48636). Inhabits seagrass areas or areas with hard substrates heavy with algal cover. Usually occur in small groups. Unlike other parrotfishes, males and females look very similar and do not change sex (Ref. 48636). Feeds on seagrasses and algae (Ref. 30573). Marketed fresh (Ref. 5284).",  Harmless,  Least Concern (LC) ; Date assessed: 17 September 2009
Eupercaria/misc,Scaridae,Scarus ghobban,native,Blue-barred parrotfish,Chandi,"Maturity: Lm ?, range 49 - ? cm
Max length : 75.0 cm TL male/unsexed; (Ref. 90102); common length : 30.0 cm TL male/unsexed; (Ref. 55763); max. reported age: 13 years (Ref. 42001)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. This species is distinguished by the following characters: median predorsal scales 6-8 (usually 7); 3 scale rows on cheek, 1(6-7), 2(6-9), 3(3-5); pectoral-fin rays 13-15 (occasionally 15); terminal male usually with 2 conical teeth on side of upper dental plate (female without), with lips mainly covering the plates; caudal fin rounded in small female, with prolonged lobes in large adult. Colour of male dark reddish brown anteriorly with a bright green dot at top end of line from mouth through eye to top of opercular opening; female red on head, belly and fins, side with wavy black and white stripes, and dark green bands around the mouth and eye (Ref. 9793, 90102).","Adults inhabit lagoon and seaward reefs (Ref. 1602), in slopes and drop-offs (Ref. 48636), often solitary but may sometimes occur in small groups (Ref. 9710, 48636). Males common in atolls where they live mainly around the inner and outer edges of barrier reefs at depths of about 30 ft; females prefer deeper habitat (Ref. 4821). Small juveniles in groups are found inshore on algae reef habitat (Ref. 9710, 48636) and sometimes enter silty, murky environments (Ref. 5490). Feed by scraping algae from rocks and corals (Ref. 5227). Are protogynous hermaphrodites (Ref. 55367). Caught with nets and other types of artisanal gear. Marketed fresh (Ref. 5284). In the Hong Kong live fish markets (Ref. 27253). Minimum depth reported from Ref. 90102.",  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus globiceps,native,Globehead parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 45.0 cm TL male/unsexed; (Ref. 5450); max. published weight: 500.00 g (Ref. 3488)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. Primary phases of S. globiceps, S. psittacus and S. rivulatus are difficult to distinguish from one another. S. globiceps differs in that it is the only one with 3 scale rows and 5 or more scales in the ventral row.","Inhabits lagoons, seaward reefs, and reef flats (Ref. 90102). More common in outer reef habitats than in protected waters. Spawns in groups or in pairs. Feeds on benthic algae (Ref. 89972). Caught mainly with traps, nets and other types of artisanal gear.",  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus niger,native,Dusky parrotfish,Karutha-chandi,"Maturity: Lm ?  range ? - ? cm
Max length : 44.4 cm TL male/unsexed; (Ref. 125599); max. published weight: 2.0 kg (Ref. 125599)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. This species is distinguished by the following characters: median predorsal scales 6-8 (usually 7); 3 scale rows on cheek, 1(6-7), 2(6-9), 3(2-5); pectoral-fin rays 13-15 (usually 14); conical teeth on side, none in female, usually 2 on upper dental plate for terminal male; lips mainly covering dental plates; caudal fin rounded in small female, with prolonged lobes in large adult. Colour of male reddish brown anteriorly with red upper lip and dark bands around the mouth, greenish posteriorly with dark scale margins, the markings in the head variable but always with a dark-edged yellowish or bright green dot or spot at top end of line from mouth through eye to top of opercular opening.; female red on head, belly and fins, side with wavy black and white stripes, and dark green bands around mouth and eye (Ref. 9793, 90102).","Inhabits coral-rich areas of clear lagoons, channels, and outer reef slopes (Ref. 9710). Generally solitary (Ref. 1602). Juveniles in small groups on algae and coral reefs inshore (Ref. 48636). Feeds on benthic algae (Ref. 30573). Males maintain small harems and pair spawn (Ref. 1602). Minimum depth reported from Ref. 9710.",  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus prasiognathos,native,Singapore parrotfish,Neela-chandi,"Maturity: Lm ?  range ? - ? cm
Max length : 70.0 cm TL male/unsexed; (Ref. 9710)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. Scales large. Median predorsal scales 6; 3 scale rows on cheek, with 1-3 scales in ventral row. Caudal fins emarginate in initial phase to deeply concave in large terminal phase. Lips nearly covering dental plates; terminal males with 0-2 canines posteriorly on side of upper plate, none on lower. The initial phase closely resembles that of S. altipinnis (Ref. 1602). The terminal phase has the distinctive brilliant green throat and lacks the filamentous middle dorsal spine (Ref. 1602).",Found in seaward slopes and reef flats (Ref. 90102). Usually associated with outer reefs but will enter shallow water in protected areas. Often in large schools (Ref. 9710). Grazes on benthic algae (Ref. 3488). Also caught with nets and other types of artisanal gear (Ref. 2689). Minimum depth of 1 m reported from Ref. 30874.,  Harmless,  Least Concern (LC) ; Date assessed: 05 February 2009
Eupercaria/misc,Scaridae,Scarus psittacus,native,Common parrotfish,,"Maturity: Lm 12.6, range 11 - 14.8 cm
Max length : 43.0 cm TL male/unsexed; (Ref. 125599); max. published weight: 1.8 kg (Ref. 125599); max. reported age: 5 years (Ref. 13619)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. This species is distinguished by the following characters: median predorsal scales 4; 2 scale rows on cheek, 1(5-7), 2(4-7); pectoral-fin rays 13-15 (usually 14); female usually 1 conical tooth on side of upper dental plate, terminal male with single tooth on side of lower dental plate, lips largely covering dental plates; caudal fin slightly emarginate in small female to deeply emarginate in large TP male. Colour of male green to pale brownish with salmon pink or bluish scale margins, a lavender-grey snout, bluish to lavender caudal fin and the nuptial male with a brilliant yellow body; female overall reddish brown to grey, usually pale snout (Ref. 90102).","Inhabit reef flats and lagoon and seaward reefs to at least 25 m depth (Ref. 1602). Found over corals (Ref. 5213, 58652). Benthopelagic (Ref. 58302). Initial-phase fish stage usually form small feeding schools (Ref. 2334). Graze on benthic algae (Ref. 3488). Secrete a mucus cocoon (Ref. 1602).",  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus quoyi,native,Quoy's parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 40.0 cm TL male/unsexed; (Ref. 48636)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. This species is distinguished by the following features: 6 median predorsal scales; 3 scale rows on cheek 1(5), 2(5-6), 3(2); lips largely covering the dental plates; caudal fin is truncate to slightly rounded. Colour overall is green to purplish or bluish, sometimes a pink patch on pectoral region, often with lime-green saddle on upper caudal-fin base, a dark green 'moustache' and pale green patch on cheek (Ref. 90102).",Inhabits coral-rich areas of outer channels and seaward reefs (Ref. 9710). Occurs singly or in small groups (Ref. 9710) over intertidal flats to graze on algae during high water mark (Ref. 48636).,  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus rubroviolaceus,native,Ember parrotfish,Chandi,"Maturity: Lm ?  range ? - ? cm
Max length : 70.0 cm TL male/unsexed; (Ref. 2334); max. reported age: 20 years (Ref. 42001)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. This species is distinguished by the following characters: 6 median predorsal scales; 3 scale rows on cheek 1(5-7), 2(5-7), 3(1-3); pectoral-fin rays 14-16 (usually 15); conical teeth on side, 0-1 on upper dental plate of female, 1-3 on terminal male; lips mainly covering half or more of dental plates; terminal male with angular snout profile; caudal fin slightly emarginate in female, lunate with prolonged lobes in terminal male. Colour of male with distinct bicolour pattern, brownish to dark green on head and anterior body and lighter green on posterior portion; female reddish brown to grey with small black spots and irregular black lines and white flakes on body (Ref. 9793, 90102).","Occurs solitary or in pairs in seaward reefs (Ref. 90102). Usually over rocky or coral substrates, at boulder-strewn slopes at the base of high-island cliffs where it may occur in large schools. Large adult usually on upper parts of deep slopes, but seen to about 35 m depth (Ref. 48636). Benthopelagic (Ref. 58302). Feeds on benthic algae (Ref. 30573). A protogynous hermaphrodite (Ref. 55367). An uncommon species (Ref. 9338).",  Harmless,  Least Concern (LC) ; Date assessed: 18 September 2009
Eupercaria/misc,Scaridae,Scarus russelii,native,Eclipse parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 51.0 cm TL male/unsexed; (Ref. 9710); max. published weight: 1.1 kg (Ref. 3488)",Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9,Inhabits shallow coastal reefs (Ref. 9710) and outer reef slopes at depths of 6-15 m (Ref. 90102). Feeds on algae by grazing on sand or coral rubble (Ref. 9710). Wary and usually found singly (Ref. 9710). Often seen in markets.,  Harmless,  Least Concern (LC) ; Date assessed: 19 September 2009
Eupercaria/misc,Scaridae,Scarus scaber,native,Fivesaddle parrotfish,Chandi,"Maturity: Lm ?  range ? - ? cm
Max length : 37.0 cm TL male/unsexed; (Ref. 5490); max. published weight: 900.00 g (Ref. 3488)",Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9,"Inhabits shallow lagoon reefs, in areas with dense coral cover (Ref. 9710). Individuals in the initial phase form groups (Ref. 9710). Feeds on algae by incessant grazing in coral reefs (Ref. 5503). Marked sexual dimorphism.",  Harmless,  Least Concern (LC) ; Date assessed: 19 September 2009
Eupercaria/misc,Scaridae,Scarus tricolor,native,Tricolour parrotfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 52.7 cm TL male/unsexed; (Ref. 125599); common length : 17.5 cm SL male/unsexed; (Ref. 9793); max. published weight: 2.9 kg (Ref. 125599)","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines: 3; Anal soft rays: 9. Males differ slightly in head pattern and differences most obvious in females with yellow or red anal fins (Ref. 48636). Terminal phase similar to S. forsteni, differing primarily by having a yellow inner pectoral axil (Ref. 37816).","Inhabits lagoon and seaward reefs, in areas with dense coral growth (Ref. 9710) up to at least 30 m. Usually solitary, sometimes in groups (Ref. 9710). Feeds on benthic algae (Ref. 3488).",  Harmless,  Least Concern (LC) ; Date assessed: 19 September 2009
Acanthuriformes,Scatophagidae,Scatophagus argus,native,Spotted scat,Bannsire,"Maturity: Lm ?, range 14 - ? cm
Max length : 38.0 cm TL male/unsexed; (Ref. 6028); common length : 20.0 cm TL male/unsexed; (Ref. 3489)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 16-18; Anal spines: 4; Anal soft rays: 13 - 15. Ground colour greenish. Juveniles with a few large roundish blotches, about size of eye, or with about 5 or 6 broad, dark, vertical bars. In large adults, spots may be faint and restricted to dorsal part of flanks. Body quadrangular, strongly compressed. Dorsal head profile steep. Eye moderately large, its diameter somewhat smaller than snout length. Snout rounded. Mouth small, horizontal, not protractile. Teeth villiform, in several rows on jaws (ref 43044).","Inhabit harbors, natural embayments, brackish estuaries and the lower reaches of freshwater streams, frequently occurring among mangroves. Feed on worms, crustaceans, insects and plant matter (Ref. 7020, 44894, 48637). The dorsal, anal and pelvic spines are believed by Philippine fishers to be venomous and capable of inflicting wounds (Ref. 6565). Used in Chinese medicine (Ref. 12166). In Hong Kong live fish markets (Ref. 27253). Marketed as fresh (Ref. 12693).",  Venomous (Ref. 6565),  Least Concern (LC) ; Date assessed: 04 February 2009
Eupercaria/misc,Sciaenidae,Argyrosomus amoyensis,native,Amoy croaker,,"Maturity: Lm ?  range ? - ? cm
Max length : 40.0 cm SL male/unsexed; (Ref. 9772); common length : 30.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 25-27; Anal spines: 2; Anal soft rays: 7,Found on coastal waters over muddy bottoms. Forms small schools. Also caught with bottom trawls and hand lines. Marketed fresh and dried salted; swim bladder dried (Ref. 9772).,  Harmless,  Not Evaluated 
Eupercaria/misc,Sciaenidae,Argyrosomus japonicus,native,Japanese meagre,,"Maturity: Lm 100.0  range ? - ? cm
Max length : 181 cm TL male/unsexed; (Ref. 11025); max. published weight: 75.0 kg (Ref. 11025)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 25-30; Anal spines: 2; Anal soft rays: 7; Vertebrae: 25. In life, silvery grey becoming darker above and lighter below. Dorsal surface with a bluish bronze sheen that may become coppery on head. Preserved specimens vary in color according to treatment; usually grey but sometimes brown; darker above and lighter below (Ref 11025).","Adult fish found mainly near shore beyond the surf zone, occasionally going inshore. Juveniles exclusively found inshore. Juveniles recruit to estuaries at about 30 cm TL. An important food fish (Ref. 11025).",  Harmless,  Endangered (EN) (A2bd); Date assessed: 26 September 2018
Eupercaria/misc,Sciaenidae,Atrobucca alcocki,native,,,"Maturity: Lm ?  range ? - ? cm
Max length : 21.6 cm SL male/unsexed; (Ref. 7483)","Dorsal soft rays (total): 24-28; Vertebrae: 25. Drumming muscles present in males, absent in females. Last pleural rib on 10th vertebrae. Eye almost equally large in both young and adults.",,  Harmless,  Least Concern (LC) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Atrobucca antonbruun,native,,,"Maturity: Lm ?  range ? - ? cm
Max length : 19.7 cm SL male/unsexed; (Ref. 10412)","Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 27-29; Vertebrae: 25. Weakly differentiated teeth on the lower jaw. Usually with X first dorsal fin spines, 27-29 dorsal fin soft rays, usually 17-18 pectoral fin rays, usually 13-14 lower gill rakers, cycloid scales on the anterior half of the body and swim bladder appendages strongly enveloping the bladder.",,  Harmless,  Data deficient (DD) ; Date assessed: 26 September 2018
Eupercaria/misc,Sciaenidae,Atrobucca trewavasae,native,,Trewavas croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 21.9 cm SL male/unsexed; (Ref. 7483)",,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Bahaba chaptis,native,Chaptis bahaba,Chaptis bahaba,"Maturity: Lm ?  range ? - ? cm
Max length : 50.0 cm TL male/unsexed; (Ref. 2113); common length : 25.0 cm TL male/unsexed; (Ref. 2113)",Found in coastal waters and lower parts of rivers.,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Chrysochir aureus,native,Reeve's croaker,Reeve's croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 9772); common length : 25.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 25-28; Anal spines: 2; Anal soft rays: 6 - 7,Inhabits shallow coastal waters (Ref. 9772). Feeds on small crustaceans. Marketed fresh as well as dried salted (Ref. 3490).,  Harmless,  Least Concern (LC) ; Date assessed: 30 July 2019
Eupercaria/misc,Sciaenidae,Daysciaena albida,native,Bengal corvina,Bola,"Maturity: Lm ?  range ? - ? cm
Max length : 90.0 cm SL male/unsexed; (Ref. 4833); max. published weight: 1.6 kg (Ref. 115172)",Found in coastal waters and estuaries (Ref. 4833). Important food fish.,,,Not Evaluated
Eupercaria/misc,Sciaenidae,Dendrophysa russelii,native,Goatee croaker,Qualar-katchelee,"Maturity: Lm ?  range ? - ? cm
Max length : 38.3 cm TL male/unsexed; (Ref. 122095); common length : 15.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 25-28; Anal spines: 2; Anal soft rays: 7,Inhabits coastal waters and estuaries (Ref. 9772). A food fish.,  Harmless,  Least Concern (LC) ; Date assessed: 26 September 2018
Eupercaria/misc,Sciaenidae,Johnius amblycephalus,native,Bearded croaker,Taru-kattelee,"Maturity: Lm ?  range ? - ? cm
Max length : 25.0 cm SL male/unsexed; (Ref. 9772); common length : 15.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 23-26; Anal spines: 2; Anal soft rays: 7,Found in shallow coastal waters and estuaries (Ref. 9772).,  Harmless,  Least Concern (LC) ; Date assessed: 26 September 2018
Eupercaria/misc,Sciaenidae,Johnius belangerii,native,Belanger's croaker,Tooroo-katchelee,"Maturity: Lm ?, range 9 - ? cm
Max length : 30.0 cm TL male/unsexed; (Ref. 2872); common length : 20.0 cm TL male/unsexed; (Ref. 2872)",Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 27-31; Anal spines: 2; Anal soft rays: 7,"Inhabits coastal waters and estuaries. Feeds on invertebrates, particularly benthic worms. Marketed fresh and dried salted.",  Harmless,  Least Concern (LC) ; Date assessed: 30 July 2019
Eupercaria/misc,Sciaenidae,Johnius borneensis,native,Sharpnose hammer croaker,Dhoma,"Maturity: Lm 15.9  range ? - ? cm
Max length : 34.8 cm TL male/unsexed; (Ref. 55968); common length : 20.0 cm SL male/unsexed; (Ref. 9772)","Dorsal spines (total): 10 - 12; Dorsal soft rays (total): 27-32; Anal spines: 2; Anal soft rays: 7 - 8. Snout rounded but not swollen or projecting; mouth large, oblique; upper jaw extending backward below posterior half of eye; no barbel on chin; teeth in narrow bands, well differentiated into large and small in both jaws, but none canine-like; gill rakers slender, about half length of gill filaments at angle of arch, 9 to 15 on lower limb. Second anal spine moderately long, 24 to 42 % of head length. Scales on head cycloid (smooth). Swim bladder hammer-shaped, the first pair of arborescent appendages entering head beyond transverse septum and sending a palmate branch to the front of pectoral arch. Sagitta (large earstone) with a tadpole-shaped impression, the head of which has its long axis lying obliquely to that of sagitta and the tail expanded and deepened as a hallow cone connected with the head by narrow groove.","Inhabits shallow coastal waters, estuaries, and rivers. In India, matures at the size of 14 to 16 cm TL; attains an average size of 15.8 cm TL, 20.6 cm TL, and 24 cm TL, at the end of 1 year, 1.5 years and 2 years, respectively. Juveniles prefer crustaceans and as they grow , show piscivorous tendency (Ref. 9772). Marketed fresh and dried salted (Ref. 3490).",  Harmless,  Least Concern (LC) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Johnius carouna,native,Caroun croaker,Caroun croaker,"Maturity: Lm ?  range ? - ? cm
Max length : 25.0 cm SL male/unsexed; (Ref. 9772); common length : 16.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 26-30; Anal spines: 2; Anal soft rays: 7,"Occurs in shallow coastal waters, enters estuaries and mangrove swamps (Ref. 9772).",  Harmless,  Least Concern (LC) ; Date assessed: 27 September 2018
Eupercaria/misc,Sciaenidae,Johnius carutta,native,Karut croaker,Gorasa,"Maturity: Lm 14.0  range ? - ? cm
Max length : 30.0 cm SL male/unsexed; (Ref. 9772); common length : 20.0 cm SL male/unsexed; (Ref. 9772)",Dorsal spines (total): 11; Dorsal soft rays (total): 26-29; Anal spines: 2; Anal soft rays: 7,Found in inshore waters. Enters estuaries (Ref. 4833). Feeds on small fishes and invertebrates. Sold fresh and dried-salted in markets.,  Harmless,  Least Concern (LC) ; Date assessed: 30 July 2019
Eupercaria/misc,Sciaenidae,Johnius coitor,native,Coitor croaker,Coitor croaker,"Maturity: Lm 19.7, range 11 - ? cm
Max length : 16.0 cm SL male/unsexed; (Ref. 4833); common length : 13.0 cm SL male/unsexed; (Ref. 4833)",Dorsal spines (total): 10 - 12; Dorsal soft rays (total): 26-29; Anal spines: 2; Anal soft rays: 6 - 8,"Found in shallow coastal waters, estuaries and rivers (Ref. 9772).",  Harmless,  Least Concern (LC) ; Date assessed: 09 October 2019
